agent_id,current_link,current_link_enter_time,current_time,link_geometry,agent_position,duration
1000025,20093,3902.0,4200,"LINESTRING(-122.8638519 38.1036774, -122.8631478 38.1032918)",POINT (-122.86349985 38.1034846),6.0
1000024,173,3906.0,4200,"LINESTRING(-122.856534 38.1011265, -122.8563104 38.1009793)",POINT (-122.8564222 38.1010529),2.0
1000004,37862,3877.0,4200,"LINESTRING(-122.8651627 38.1091492, -122.8647918 38.1088728, -122.864374 38.1085086, -122.8639754 38.1081192, -122.863699 38.1078233, -122.8633739 38.1074358, -122.8632233 38.1072011, -122.8631 38.1069525, -122.8630336 38.1068394, -122.8629076 38.1067191, -122.8626994 38.1065637, -122.8624454 38.1063619, -122.8623115 38.1062178, -122.8620082 38.105654)",POINT (-122.8634905430301 38.10747839330791),31.0
1000053,18997,3903.0,4200,"LINESTRING(-122.860098 38.09812, -122.859316 38.098303)",POINT (-122.859707 38.09821150000001),6.0
1000033,20545,3903.0,4200,"LINESTRING(-122.85204995 38.097194349999995, -122.85161065 38.096499300000005)",POINT (-122.8518303 38.096846825),6.0
1000043,39073,3870.0,4200,"LINESTRING(-122.8724823 38.1009889, -122.8716522 38.1011303, -122.8713474 38.1012126, -122.8710358 38.1013414, -122.8708971 38.101345, -122.870722 38.1013182, -122.8705309 38.1012555, -122.8702489 38.1012054, -122.8700556 38.1011893, -122.8698305 38.1012144, -122.8696326 38.1012538, -122.8694757 38.1013307, -122.8693142 38.1014417, -122.8692005 38.101515, -122.8691163 38.1016153, -122.868994 38.10171, -122.868873 38.101737, -122.8687183 38.1017531, -122.8685364 38.1017334, -122.8681338 38.1016171, -122.8675743 38.1014327, -122.867397 38.1013933, -122.8669739 38.1013969)",POINT (-122.8697166765672 38.10136334688509),39.0
1000044,5841,3906.0,4200,"LINESTRING(-122.8620082 38.105654, -122.8618114 38.1052691)",POINT (-122.8619098 38.10546155),3.0
1000010,14543,3904.0,4200,"LINESTRING(-122.8411551 38.0874845, -122.8404616 38.0868905)",POINT (-122.84080835 38.0871875),6.0
1000012,39802,3833.0,4200,"LINESTRING(-122.85161065 38.096499300000005, -122.8513899 38.0961623, -122.8511754 38.0958616, -122.8510196 38.0956989, -122.8508357 38.0955221, -122.850559 38.095243, -122.8501608 38.0949684, -122.8496306 38.0946238, -122.8494182 38.0944757, -122.8492222 38.094339, -122.8489728 38.0942075, -122.848582 38.0940395, -122.8480154 38.093838, -122.8476254 38.0936348, -122.847358 38.0934021, -122.84698 38.0930682, -122.8466111 38.0927071, -122.8464986 38.092574, -122.8462575 38.0922647, -122.8460971 38.0920118, -122.846008 38.0918377, -122.8459117 38.09165, -122.8457627 38.0914299, -122.8456635 38.0912792, -122.8454629 38.0910849, -122.8452546 38.0909311, -122.8447275 38.0906599, -122.84436 38.0904264, -122.8441824 38.090239, -122.8439058 38.0898131)",POINT (-122.8476971827679 38.09321438497702),77.0
1000057,29367,3900.0,4200,"LINESTRING(-122.8703214 38.1104179, -122.8687915 38.110736349999996)",POINT (-122.86955645 38.110577125),10.0
1000074,5841,3907.0,4200,"LINESTRING(-122.8620082 38.105654, -122.8618114 38.1052691)",POINT (-122.8619098 38.10546155),3.0
1000019,31735,3896.0,4200,"LINESTRING(-122.8387537 38.0858237, -122.8385746 38.0856993, -122.8383634 38.0855093, -122.8381174 38.0853073, -122.8378954 38.0850762, -122.8377591 38.08489, -122.837611 38.083863)",POINT (-122.8379958386237 38.0849494807466),15.0
1000041,8186,3908.0,4200,"LINESTRING(-122.873278 38.110863, -122.8728297 38.1108823)",POINT (-122.87305385 38.11087265),3.0
1000004,5841,3908.0,4200,"LINESTRING(-122.8620082 38.105654, -122.8618114 38.1052691)",POINT (-122.8619098 38.10546155),3.0
1000016,11355,3907.0,4200,"LINESTRING(-122.8416811 38.088029, -122.8415694 38.0879046, -122.8411551 38.0874845)",POINT (-122.8414203191988 38.08775466155662),5.0
1000017,7381,3908.0,4200,"LINESTRING(-122.8393223 38.086114, -122.8387537 38.0858237)",POINT (-122.839038 38.08596885),4.0
1000062,34562,3896.0,4200,"LINESTRING(-122.862154 38.097318, -122.861169 38.097433, -122.860098 38.09812)",POINT (-122.8610837719136 38.09760085891305),16.0
1000001,36700,3887.0,4200,"LINESTRING(-122.831062 38.0766816, -122.8308482 38.0764397, -122.8305049 38.0760479, -122.8303112 38.0757735, -122.8300359 38.0754442, -122.8297085 38.0750966, -122.828027 38.073529)",POINT (-122.8295914480463 38.07506118611965),25.0
1000025,12316,3908.0,4200,"LINESTRING(-122.8631478 38.1032918, -122.8625946 38.1033318)",POINT (-122.8628712 38.1033118),4.0
1000042,21597,3906.0,4200,"LINESTRING(-122.8548368 38.0981257, -122.8541003 38.0985701)",POINT (-122.85446855 38.0983479),7.0
1000036,29367,3903.0,4200,"LINESTRING(-122.8703214 38.1104179, -122.8687915 38.110736349999996)",POINT (-122.86955645 38.110577125),10.0
1000069,26261,3905.0,4200,"LINESTRING(-122.8728297 38.1108823, -122.8716304 38.110873)",POINT (-122.87223005 38.11087765),8.0
1000006,23498,3905.0,4200,"LINESTRING(-122.8439058 38.0898131, -122.8427006 38.0889414)",POINT (-122.8433032 38.08937725),9.0
1000020,39388,3857.0,4200,"LINESTRING(-122.837611 38.083863, -122.8375209 38.0835721, -122.8373374 38.0833902, -122.8370366 38.083204, -122.8366324 38.0830049, -122.836505 38.082948, -122.8363037 38.0828438, -122.836135 38.082674, -122.835993 38.08245, -122.835963 38.082402, -122.8355314 38.081663, -122.8353519 38.0813726, -122.8350052 38.080921, -122.8348175 38.0806842, -122.8345434 38.080475, -122.8338326 38.0799515, -122.8334907 38.0796782, -122.8332289 38.0794665, -122.8329918 38.0792167, -122.8327295 38.0787795, -122.8325666 38.0783707, -122.8323207 38.0779072, -122.8320455 38.0775671, -122.831062 38.0766816)",POINT (-122.8343127372542 38.08033433704336),57.0
1000002,21904,3906.0,4200,"LINESTRING(-122.8404616 38.0868905, -122.8393223 38.086114)",POINT (-122.83989195 38.08650225),8.0
1000015,35439,3893.0,4200,"LINESTRING(-122.8585064 38.1034983, -122.8583492 38.1033973, -122.8582422 38.1033299, -122.8580753 38.1032234, -122.8578268 38.1030693, -122.8577418 38.1030146, -122.8576466 38.1029532, -122.857519 38.1028443, -122.8574203 38.1027417, -122.8570928 38.102124, -122.8569003 38.1018093, -122.8567867 38.101606, -122.8567127 38.1014221, -122.856534 38.1011265)",POINT (-122.8573853468696 38.10243703062077),21.0
1000007,37862,3883.0,4200,"LINESTRING(-122.8651627 38.1091492, -122.8647918 38.1088728, -122.864374 38.1085086, -122.8639754 38.1081192, -122.863699 38.1078233, -122.8633739 38.1074358, -122.8632233 38.1072011, -122.8631 38.1069525, -122.8630336 38.1068394, -122.8629076 38.1067191, -122.8626994 38.1065637, -122.8624454 38.1063619, -122.8623115 38.1062178, -122.8620082 38.105654)",POINT (-122.8634905430301 38.10747839330791),31.0
1000075,32805,3901.0,4200,"LINESTRING(-122.8688441 38.1117513, -122.8682604 38.1117671, -122.8678055 38.1116522, -122.8670887 38.1112102)",POINT (-122.8679326294197 38.11160119010551),13.0
1000068,31309,3903.0,4200,"LINESTRING(-122.857781 38.098373, -122.856448 38.098556, -122.856108 38.0985144)",POINT (-122.8569447580435 38.09847884639131),12.0
1000023,21904,3907.0,4200,"LINESTRING(-122.8404616 38.0868905, -122.8393223 38.086114)",POINT (-122.83989195 38.08650225),8.0
1000046,24175,3908.0,4200,"LINESTRING(-122.855656 38.0986514, -122.8548368 38.0981257)",POINT (-122.8552464 38.09838855),7.0
1000035,35837,3897.0,4200,"LINESTRING(-122.8587377 38.1014486, -122.8583013 38.1015206, -122.8573937 38.1013003, -122.8573781 38.100993, -122.8572096 38.1009078, -122.857044 38.100848, -122.856534 38.1011265)",POINT (-122.8575846338444 38.10122986703436),19.0
1000011,39150,3875.0,4200,"LINESTRING(-122.8563104 38.1009793, -122.8560768 38.1009078, -122.8558378 38.1008055, -122.8556415 38.1006992, -122.8554755 38.1005811, -122.8553933 38.1004762, -122.8552289 38.1002403, -122.8551004 38.1000946, -122.854971 38.099953, -122.8546812 38.0997587, -122.854455 38.0996231, -122.8542077 38.0995005, -122.853897 38.0993014, -122.8537067 38.0991415, -122.853559 38.0989859, -122.8528787 38.0982167, -122.8521974 38.0974296)",POINT (-122.8541520655986 38.09934709051976),41.0
1000015,173,3914.0,4200,"LINESTRING(-122.856534 38.1011265, -122.8563104 38.1009793)",POINT (-122.8564222 38.1010529),2.0
1000001,9369,3912.0,4200,"LINESTRING(-122.828027 38.073529, -122.8275242 38.073066)",POINT (-122.8277756 38.0732975),4.0
1000040,29786,3906.0,4200,"LINESTRING(-122.8541003 38.0985701, -122.853795 38.0982095, -122.85355 38.0981645, -122.8537173 38.0977276)",POINT (-122.8537665193649 38.0981727866862),11.0
1000063,30545,3906.0,4200,"LINESTRING(-122.8528152 38.0969171, -122.8527663 38.0967519, -122.8527311 38.0965922, -122.8526689 38.0965192, -122.8521614 38.0964654, -122.85161065 38.096499300000005)",POINT (-122.8523178239061 38.09655183785797),11.0
1000007,5841,3914.0,4200,"LINESTRING(-122.8620082 38.105654, -122.8618114 38.1052691)",POINT (-122.8619098 38.10546155),3.0
1000070,31986,3905.0,4200,"LINESTRING(-122.8687915 38.110736349999996, -122.8682789 38.11069, -122.8678593 38.1107372, -122.8670887 38.1112102)",POINT (-122.8679071425183 38.11084121778072),12.0
1000066,32805,3904.0,4200,"LINESTRING(-122.8688441 38.1117513, -122.8682604 38.1117671, -122.8678055 38.1116522, -122.8670887 38.1112102)",POINT (-122.8679326294197 38.11160119010551),14.0
1000016,14543,3912.0,4200,"LINESTRING(-122.8411551 38.0874845, -122.8404616 38.0868905)",POINT (-122.84080835 38.0871875),6.0
1000029,29786,3907.0,4200,"LINESTRING(-122.8541003 38.0985701, -122.853795 38.0982095, -122.85355 38.0981645, -122.8537173 38.0977276)",POINT (-122.8537665193649 38.0981727866862),11.0
1000061,29799,3907.0,4200,"LINESTRING(-122.8716304 38.110873, -122.8715931 38.1107333, -122.8703214 38.1104179)",POINT (-122.87102230034 38.11059821605024),11.0
1000002,7381,3914.0,4200,"LINESTRING(-122.8393223 38.086114, -122.8387537 38.0858237)",POINT (-122.839038 38.08596885),4.0
1000062,18997,3912.0,4200,"LINESTRING(-122.860098 38.09812, -122.859316 38.098303)",POINT (-122.859707 38.09821150000001),6.0
1000010,21904,3910.0,4200,"LINESTRING(-122.8404616 38.0868905, -122.8393223 38.086114)",POINT (-122.83989195 38.08650225),8.0
1000049,34562,3902.0,4200,"LINESTRING(-122.862154 38.097318, -122.861169 38.097433, -122.860098 38.09812)",POINT (-122.8610837719136 38.09760085891305),16.0
1000035,173,3916.0,4200,"LINESTRING(-122.856534 38.1011265, -122.8563104 38.1009793)",POINT (-122.8564222 38.1010529),2.0
1000011,3255,3916.0,4200,"LINESTRING(-122.8521974 38.0974296, -122.85204995 38.097194349999995)",POINT (-122.852123675 38.097311975),2.0
1000012,23498,3910.0,4200,"LINESTRING(-122.8439058 38.0898131, -122.8427006 38.0889414)",POINT (-122.8433032 38.08937725),9.0
1000068,9376,3915.0,4200,"LINESTRING(-122.856108 38.0985144, -122.855656 38.0986514)",POINT (-122.855882 38.0985829),4.0
1000026,28719,3909.0,4200,"LINESTRING(-122.86656 38.105885, -122.866495 38.105936, -122.866495 38.106139, -122.866688 38.106341, -122.866817 38.106612, -122.8667429 38.1068973)",POINT (-122.8666596035832 38.1063730741084),10.0
1000023,7381,3915.0,4200,"LINESTRING(-122.8393223 38.086114, -122.8387537 38.0858237)",POINT (-122.839038 38.08596885),4.0
1000034,37862,3888.0,4200,"LINESTRING(-122.8651627 38.1091492, -122.8647918 38.1088728, -122.864374 38.1085086, -122.8639754 38.1081192, -122.863699 38.1078233, -122.8633739 38.1074358, -122.8632233 38.1072011, -122.8631 38.1069525, -122.8630336 38.1068394, -122.8629076 38.1067191, -122.8626994 38.1065637, -122.8624454 38.1063619, -122.8623115 38.1062178, -122.8620082 38.105654)",POINT (-122.8634905430301 38.10747839330791),31.0
1000041,26261,3911.0,4200,"LINESTRING(-122.8728297 38.1108823, -122.8716304 38.110873)",POINT (-122.87223005 38.11087765),8.0
1000053,29761,3909.0,4200,"LINESTRING(-122.859316 38.098303, -122.857781 38.098373)",POINT (-122.8585485 38.098338),11.0
1000040,9278,3917.0,4200,"LINESTRING(-122.8537173 38.0977276, -122.8533781 38.0974597)",POINT (-122.8535477 38.09759365),4.0
1000075,23105,3914.0,4200,"LINESTRING(-122.8670887 38.1112102, -122.8668876 38.1110562, -122.8668272 38.1108931, -122.8670452 38.1105444)",POINT (-122.8669355479647 38.11089703582064),7.0
1000013,39150,3880.0,4200,"LINESTRING(-122.8563104 38.1009793, -122.8560768 38.1009078, -122.8558378 38.1008055, -122.8556415 38.1006992, -122.8554755 38.1005811, -122.8553933 38.1004762, -122.8552289 38.1002403, -122.8551004 38.1000946, -122.854971 38.099953, -122.8546812 38.0997587, -122.854455 38.0996231, -122.8542077 38.0995005, -122.853897 38.0993014, -122.8537067 38.0991415, -122.853559 38.0989859, -122.8528787 38.0982167, -122.8521974 38.0974296)",POINT (-122.8541520655986 38.09934709051976),41.0
1000064,35439,3900.0,4200,"LINESTRING(-122.8585064 38.1034983, -122.8583492 38.1033973, -122.8582422 38.1033299, -122.8580753 38.1032234, -122.8578268 38.1030693, -122.8577418 38.1030146, -122.8576466 38.1029532, -122.857519 38.1028443, -122.8574203 38.1027417, -122.8570928 38.102124, -122.8569003 38.1018093, -122.8567867 38.101606, -122.8567127 38.1014221, -122.856534 38.1011265)",POINT (-122.8573853468696 38.10243703062077),21.0
1000039,35292,3904.0,4200,"LINESTRING(-122.8670452 38.1105444, -122.8691477 38.1093932)",POINT (-122.86809645 38.1099688),17.0
1000046,21597,3915.0,4200,"LINESTRING(-122.8548368 38.0981257, -122.8541003 38.0985701)",POINT (-122.85446855 38.0983479),7.0
1000005,39802,3845.0,4200,"LINESTRING(-122.85161065 38.096499300000005, -122.8513899 38.0961623, -122.8511754 38.0958616, -122.8510196 38.0956989, -122.8508357 38.0955221, -122.850559 38.095243, -122.8501608 38.0949684, -122.8496306 38.0946238, -122.8494182 38.0944757, -122.8492222 38.094339, -122.8489728 38.0942075, -122.848582 38.0940395, -122.8480154 38.093838, -122.8476254 38.0936348, -122.847358 38.0934021, -122.84698 38.0930682, -122.8466111 38.0927071, -122.8464986 38.092574, -122.8462575 38.0922647, -122.8460971 38.0920118, -122.846008 38.0918377, -122.8459117 38.09165, -122.8457627 38.0914299, -122.8456635 38.0912792, -122.8454629 38.0910849, -122.8452546 38.0909311, -122.8447275 38.0906599, -122.84436 38.0904264, -122.8441824 38.090239, -122.8439058 38.0898131)",POINT (-122.8476971827679 38.09321438497702),77.0
1000029,9278,3918.0,4200,"LINESTRING(-122.8537173 38.0977276, -122.8533781 38.0974597)",POINT (-122.8535477 38.09759365),4.0
1000010,7381,3918.0,4200,"LINESTRING(-122.8393223 38.086114, -122.8387537 38.0858237)",POINT (-122.839038 38.08596885),4.0
1000006,22487,3914.0,4200,"LINESTRING(-122.8427006 38.0889414, -122.8424416 38.0887636, -122.8421866 38.088581, -122.8416811 38.088029)",POINT (-122.8421659655283 38.08851367766094),8.0
1000009,35439,3901.0,4200,"LINESTRING(-122.8585064 38.1034983, -122.8583492 38.1033973, -122.8582422 38.1033299, -122.8580753 38.1032234, -122.8578268 38.1030693, -122.8577418 38.1030146, -122.8576466 38.1029532, -122.857519 38.1028443, -122.8574203 38.1027417, -122.8570928 38.102124, -122.8569003 38.1018093, -122.8567867 38.101606, -122.8567127 38.1014221, -122.856534 38.1011265)",POINT (-122.8573853468696 38.10243703062077),21.0
1000034,5841,3919.0,4200,"LINESTRING(-122.8620082 38.105654, -122.8618114 38.1052691)",POINT (-122.8619098 38.10546155),3.0
1000057,31986,3910.0,4200,"LINESTRING(-122.8687915 38.110736349999996, -122.8682789 38.11069, -122.8678593 38.1107372, -122.8670887 38.1112102)",POINT (-122.8679071425183 38.11084121778072),12.0
1000064,173,3921.0,4200,"LINESTRING(-122.856534 38.1011265, -122.8563104 38.1009793)",POINT (-122.8564222 38.1010529),2.0
1000013,3255,3921.0,4200,"LINESTRING(-122.8521974 38.0974296, -122.85204995 38.097194349999995)",POINT (-122.852123675 38.097311975),2.0
1000042,29786,3913.0,4200,"LINESTRING(-122.8541003 38.0985701, -122.853795 38.0982095, -122.85355 38.0981645, -122.8537173 38.0977276)",POINT (-122.8537665193649 38.0981727866862),11.0
1000069,29799,3913.0,4200,"LINESTRING(-122.8716304 38.110873, -122.8715931 38.1107333, -122.8703214 38.1104179)",POINT (-122.87102230034 38.11059821605024),11.0
1000049,18997,3918.0,4200,"LINESTRING(-122.860098 38.09812, -122.859316 38.098303)",POINT (-122.859707 38.09821150000001),6.0
1000070,23105,3917.0,4200,"LINESTRING(-122.8670887 38.1112102, -122.8668876 38.1110562, -122.8668272 38.1108931, -122.8670452 38.1105444)",POINT (-122.8669355479647 38.11089703582064),7.0
1000009,173,3922.0,4200,"LINESTRING(-122.856534 38.1011265, -122.8563104 38.1009793)",POINT (-122.8564222 38.1010529),2.0
1000011,20545,3918.0,4200,"LINESTRING(-122.85204995 38.097194349999995, -122.85161065 38.096499300000005)",POINT (-122.8518303 38.096846825),6.0
1000073,35302,3907.0,4200,"LINESTRING(-122.878725 38.101387, -122.878406 38.101273, -122.87803 38.100929, -122.877625 38.100723, -122.876771 38.100091)",POINT (-122.8777345748261 38.10076922826422),17.0
1000048,36250,3901.0,4200,"LINESTRING(-122.8618114 38.1052691, -122.8616419 38.1051247, -122.8614362 38.1050311, -122.8611963 38.1049523, -122.8609358 38.1049341, -122.8606423 38.1049097, -122.860488 38.1048743, -122.860353 38.1047908, -122.8602148 38.1046315, -122.860102 38.104507, -122.8585064 38.1034983)",POINT (-122.8601314064879 38.1044692980222),24.0
1000032,38733,3891.0,4200,"LINESTRING(-122.8694677 38.0996729, -122.8692792 38.0998824, -122.8690164 38.0999341, -122.868765 38.0998822, -122.8684595 38.099807, -122.8682762 38.0997401, -122.8680663 38.0997889, -122.8672562 38.1000366, -122.8667557 38.1001417, -122.8664871 38.1002303, -122.8664352 38.100309, -122.8664431 38.1004251, -122.8663146 38.1004732, -122.8648987 38.1005612)",POINT (-122.867209379889 38.10012817653991),34.0
1000040,10119,3921.0,4200,"LINESTRING(-122.8533781 38.0974597, -122.8530228 38.0971759)",POINT (-122.85320045 38.0973178),4.0
1000066,23105,3918.0,4200,"LINESTRING(-122.8670887 38.1112102, -122.8668876 38.1110562, -122.8668272 38.1108931, -122.8670452 38.1105444)",POINT (-122.8669355479647 38.11089703582064),7.0
1000036,31986,3913.0,4200,"LINESTRING(-122.8687915 38.110736349999996, -122.8682789 38.11069, -122.8678593 38.1107372, -122.8670887 38.1112102)",POINT (-122.8679071425183 38.11084121778072),12.0
1000060,35837,3907.0,4200,"LINESTRING(-122.8587377 38.1014486, -122.8583013 38.1015206, -122.8573937 38.1013003, -122.8573781 38.100993, -122.8572096 38.1009078, -122.857044 38.100848, -122.856534 38.1011265)",POINT (-122.8575846338444 38.10122986703436),19.0
1000029,10119,3922.0,4200,"LINESTRING(-122.8533781 38.0974597, -122.8530228 38.0971759)",POINT (-122.85320045 38.0973178),4.0
1000016,21904,3918.0,4200,"LINESTRING(-122.8404616 38.0868905, -122.8393223 38.086114)",POINT (-122.83989195 38.08650225),8.0
1000068,24175,3919.0,4200,"LINESTRING(-122.855656 38.0986514, -122.8548368 38.0981257)",POINT (-122.8552464 38.09838855),7.0
1000017,31735,3912.0,4200,"LINESTRING(-122.8387537 38.0858237, -122.8385746 38.0856993, -122.8383634 38.0855093, -122.8381174 38.0853073, -122.8378954 38.0850762, -122.8377591 38.08489, -122.837611 38.083863)",POINT (-122.8379958386237 38.0849494807466),15.0
1000006,11355,3922.0,4200,"LINESTRING(-122.8416811 38.088029, -122.8415694 38.0879046, -122.8411551 38.0874845)",POINT (-122.8414203191988 38.08775466155662),5.0
1000012,22487,3919.0,4200,"LINESTRING(-122.8427006 38.0889414, -122.8424416 38.0887636, -122.8421866 38.088581, -122.8416811 38.088029)",POINT (-122.8421659655283 38.08851367766094),8.0
1000042,9278,3924.0,4200,"LINESTRING(-122.8537173 38.0977276, -122.8533781 38.0974597)",POINT (-122.8535477 38.09759365),4.0
1000060,173,3926.0,4200,"LINESTRING(-122.856534 38.1011265, -122.8563104 38.1009793)",POINT (-122.8564222 38.1010529),2.0
1000022,35439,3907.0,4200,"LINESTRING(-122.8585064 38.1034983, -122.8583492 38.1033973, -122.8582422 38.1033299, -122.8580753 38.1032234, -122.8578268 38.1030693, -122.8577418 38.1030146, -122.8576466 38.1029532, -122.857519 38.1028443, -122.8574203 38.1027417, -122.8570928 38.102124, -122.8569003 38.1018093, -122.8567867 38.101606, -122.8567127 38.1014221, -122.856534 38.1011265)",POINT (-122.8573853468696 38.10243703062077),21.0
1000061,29367,3918.0,4200,"LINESTRING(-122.8703214 38.1104179, -122.8687915 38.110736349999996)",POINT (-122.86955645 38.110577125),10.0
1000062,29761,3918.0,4200,"LINESTRING(-122.859316 38.098303, -122.857781 38.098373)",POINT (-122.8585485 38.098338),11.0
1000057,23105,3922.0,4200,"LINESTRING(-122.8670887 38.1112102, -122.8668876 38.1110562, -122.8668272 38.1108931, -122.8670452 38.1105444)",POINT (-122.8669355479647 38.11089703582064),7.0
1000013,20545,3923.0,4200,"LINESTRING(-122.85204995 38.097194349999995, -122.85161065 38.096499300000005)",POINT (-122.8518303 38.096846825),6.0
1000052,23105,3922.0,4200,"LINESTRING(-122.8670887 38.1112102, -122.8668876 38.1110562, -122.8668272 38.1108931, -122.8670452 38.1105444)",POINT (-122.8669355479647 38.11089703582064),8.0
1000041,29799,3919.0,4200,"LINESTRING(-122.8716304 38.110873, -122.8715931 38.1107333, -122.8703214 38.1104179)",POINT (-122.87102230034 38.11059821605024),11.0
1000016,7381,3926.0,4200,"LINESTRING(-122.8393223 38.086114, -122.8387537 38.0858237)",POINT (-122.839038 38.08596885),4.0
1000022,173,3928.0,4200,"LINESTRING(-122.856534 38.1011265, -122.8563104 38.1009793)",POINT (-122.8564222 38.1010529),2.0
1000026,30952,3919.0,4200,"LINESTRING(-122.8667429 38.1068973, -122.866476 38.1070026, -122.8658292 38.1070795, -122.8658122 38.1072059, -122.8659997 38.1076287)",POINT (-122.8661360274505 38.10714629289323),11.0
1000005,23498,3922.0,4200,"LINESTRING(-122.8439058 38.0898131, -122.8427006 38.0889414)",POINT (-122.8433032 38.08937725),9.0
1000073,22378,3924.0,4200,"LINESTRING(-122.876771 38.100091, -122.876663 38.100045, -122.875909 38.099751)",POINT (-122.8763405974577 38.09991953496012),7.0
1000040,20673,3925.0,4200,"LINESTRING(-122.8530228 38.0971759, -122.8521974 38.0974296)",POINT (-122.8526101 38.09730275),6.0
1000055,35681,3913.0,4200,"LINESTRING(-122.86312 38.0995255, -122.8624292 38.0992642, -122.8623171 38.0991014, -122.8622873 38.0985046, -122.8621281 38.0983505, -122.8614137 38.0986258)",POINT (-122.8622765022808 38.09887755700613),18.0
1000012,11355,3927.0,4200,"LINESTRING(-122.8416811 38.088029, -122.8415694 38.0879046, -122.8411551 38.0874845)",POINT (-122.8414203191988 38.08775466155662),5.0
1000042,10119,3928.0,4200,"LINESTRING(-122.8533781 38.0974597, -122.8530228 38.0971759)",POINT (-122.85320045 38.0973178),4.0
1000053,31309,3920.0,4200,"LINESTRING(-122.857781 38.098373, -122.856448 38.098556, -122.856108 38.0985144)",POINT (-122.8569447580435 38.09847884639131),12.0
1000036,23105,3925.0,4200,"LINESTRING(-122.8670887 38.1112102, -122.8668876 38.1110562, -122.8668272 38.1108931, -122.8670452 38.1105444)",POINT (-122.8669355479647 38.11089703582064),7.0
1000029,20673,3926.0,4200,"LINESTRING(-122.8530228 38.0971759, -122.8521974 38.0974296)",POINT (-122.8526101 38.09730275),6.0
1000006,14543,3927.0,4200,"LINESTRING(-122.8411551 38.0874845, -122.8404616 38.0868905)",POINT (-122.84080835 38.0871875),6.0
1000046,29786,3922.0,4200,"LINESTRING(-122.8541003 38.0985701, -122.853795 38.0982095, -122.85355 38.0981645, -122.8537173 38.0977276)",POINT (-122.8537665193649 38.0981727866862),11.0
1000068,21597,3926.0,4200,"LINESTRING(-122.8548368 38.0981257, -122.8541003 38.0985701)",POINT (-122.85446855 38.0983479),7.0
1000002,31735,3918.0,4200,"LINESTRING(-122.8387537 38.0858237, -122.8385746 38.0856993, -122.8383634 38.0855093, -122.8381174 38.0853073, -122.8378954 38.0850762, -122.8377591 38.08489, -122.837611 38.083863)",POINT (-122.8379958386237 38.0849494807466),15.0
1000044,36250,3909.0,4200,"LINESTRING(-122.8618114 38.1052691, -122.8616419 38.1051247, -122.8614362 38.1050311, -122.8611963 38.1049523, -122.8609358 38.1049341, -122.8606423 38.1049097, -122.860488 38.1048743, -122.860353 38.1047908, -122.8602148 38.1046315, -122.860102 38.104507, -122.8585064 38.1034983)",POINT (-122.8601314064879 38.1044692980222),24.0
1000032,26449,3925.0,4200,"LINESTRING(-122.8648987 38.1005612, -122.8637454 38.1008669)",POINT (-122.86432205 38.10071405),8.0
1000040,3255,3931.0,4200,"LINESTRING(-122.8521974 38.0974296, -122.85204995 38.097194349999995)",POINT (-122.852123675 38.097311975),2.0
1000028,21597,3927.0,4200,"LINESTRING(-122.8548368 38.0981257, -122.8541003 38.0985701)",POINT (-122.85446855 38.0983479),7.0
1000023,31735,3919.0,4200,"LINESTRING(-122.8387537 38.0858237, -122.8385746 38.0856993, -122.8383634 38.0855093, -122.8381174 38.0853073, -122.8378954 38.0850762, -122.8377591 38.08489, -122.837611 38.083863)",POINT (-122.8379958386237 38.0849494807466),15.0
1000074,36250,3910.0,4200,"LINESTRING(-122.8618114 38.1052691, -122.8616419 38.1051247, -122.8614362 38.1050311, -122.8611963 38.1049523, -122.8609358 38.1049341, -122.8606423 38.1049097, -122.860488 38.1048743, -122.860353 38.1047908, -122.8602148 38.1046315, -122.860102 38.104507, -122.8585064 38.1034983)",POINT (-122.8601314064879 38.1044692980222),24.0
1000069,29367,3924.0,4200,"LINESTRING(-122.8703214 38.1104179, -122.8687915 38.110736349999996)",POINT (-122.86955645 38.110577125),10.0
1000029,3255,3932.0,4200,"LINESTRING(-122.8521974 38.0974296, -122.85204995 38.097194349999995)",POINT (-122.852123675 38.097311975),2.0
1000049,29761,3924.0,4200,"LINESTRING(-122.859316 38.098303, -122.857781 38.098373)",POINT (-122.8585485 38.098338),11.0
1000004,36250,3911.0,4200,"LINESTRING(-122.8618114 38.1052691, -122.8616419 38.1051247, -122.8614362 38.1050311, -122.8611963 38.1049523, -122.8609358 38.1049341, -122.8606423 38.1049097, -122.860488 38.1048743, -122.860353 38.1047908, -122.8602148 38.1046315, -122.860102 38.104507, -122.8585064 38.1034983)",POINT (-122.8601314064879 38.1044692980222),24.0
1000031,16226,3930.0,4200,"LINESTRING(-122.8589932 38.0998391, -122.858824 38.09986, -122.858428 38.099598)",POINT (-122.8587006604843 38.09976084827097),5.0
1000032,3384,3933.0,4200,"LINESTRING(-122.8637454 38.1008669, -122.8634773 38.1009832)",POINT (-122.86361135 38.10092505),2.0
1000053,9376,3932.0,4200,"LINESTRING(-122.856108 38.0985144, -122.855656 38.0986514)",POINT (-122.855882 38.0985829),4.0
1000010,31735,3922.0,4200,"LINESTRING(-122.8387537 38.0858237, -122.8385746 38.0856993, -122.8383634 38.0855093, -122.8381174 38.0853073, -122.8378954 38.0850762, -122.8377591 38.08489, -122.837611 38.083863)",POINT (-122.8379958386237 38.0849494807466),15.0
